FID,vejkode,vejnavn,antal_pladser,restriktion,vejstatus,vejside,bydel,p_ordning,p_type,p_status,rettelsedato,oprettelsesdato,x,id,taelle_id,startdato_midlertidigt_nedlagt,slutdato_midlertidigt_nedlagt,restriktionstype,restriktionstekst,taelle_note,delebilsklub,aendring_p_ordning,uuid,ogc_fid,wkb_geometry
p_pladser.24521,7552,Tonemestervej,9,ja,Privat fællesvej,Lige husnr.,Bispebjerg,3 timers restriktion,"Afmærket skråparkering, 60°",,2024-10-22T10:55:16.291,2004-07-07T00:00:00,,26233,,,,Tidsbegrænsning,8-22,,,,b0e4d7c9-79cc-4eaf-9bc5-2a920b96d587,24521,"MULTILINESTRING ((12.530152662715146 55.71886086138242, 12.530191567386295 55.71863772783334))"
p_pladser.24522,7552,Tonemestervej,1,ja,Privat fællesvej,Lige husnr.,Bispebjerg,3 timers restriktion,"Afmærket skråparkering, 60°",,2024-10-22T10:55:16.291,2004-07-07T00:00:00,,26231,,,,Tidsbegrænsning,8-22,,,,736b6ed3-508c-4069-9360-347c31b23405,24522,"MULTILINESTRING ((12.530108531090795 55.71914517308107, 12.530112216447964 55.7191197492226))"
p_pladser.24523,7552,Tonemestervej,3,ja,Privat fællesvej,Lige husnr.,Bispebjerg,3 timers restriktion,"Afmærket skråparkering, 60°",,2024-10-22T10:55:16.291,2004-07-07T00:00:00,,26229,,,,Tidsbegrænsning,8-22,,,,6468f9a2-1ec2-44a4-9c5a-207354ffa75b,24523,"MULTILINESTRING ((12.530035511300696 55.71961286008344, 12.530047420305912 55.71953154968533))"
p_pladser.24524,7552,Tonemestervej,8,ja,Privat fællesvej,Ulige husnr.,Bispebjerg,3 timers restriktion,Uafmærket parkering,,2024-10-22T10:55:16.291,2004-07-07T00:00:00,,26237,,,,Tidsbegrænsning,8-22,,,,d7948846-8ce8-4ca6-b6ab-85d2bfbdebca,24524,"MULTILINESTRING ((12.529991180320383 55.718977102582755, 12.530054602372283 55.71857728961985))"
p_pladser.24525,7552,Tonemestervej,1,nej,Privat fællesvej,Lige husnr.,Bispebjerg,Besøgsplads,"Afmærket skråparkering, 90°",,2013-02-26T12:19:14,2005-05-31T00:00:00,ved husnr. 18,25993,,,,,,,,,a034f4e4-a8d1-49cc-ad51-0a64b7d8d122,24525,"MULTILINESTRING ((12.530116162278004 55.719094497761944, 12.530112216447964 55.7191197492226))"
p_pladser.24526,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48800,6446,,,Tidsbegrænsning,2 timer 7-24,,,,6346cf66-71ea-40a7-b189-2d2311d59966,24526,"MULTILINESTRING ((12.553814462670646 55.65127136107631, 12.553935568803775 55.65137603922047))"
p_pladser.24527,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48802,6446,,,Tidsbegrænsning,2 timer 7-24,,,,b26b7e42-09f4-44c8-9d23-2cd6449e2e5a,24527,"MULTILINESTRING ((12.554068356029672 55.651494084686384, 12.554173217539484 55.65158714152702))"
p_pladser.24528,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48801,6446,,,Tidsbegrænsning,2 timer 7-24,,,,d93bc9a3-b363-4676-940f-c457a2fb36a8,24528,"MULTILINESTRING ((12.553948657737006 55.65138766831118, 12.554053518671523 55.651480725263234))"
p_pladser.24529,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48811,6446,,,Tidsbegrænsning,2 timer 7-24,,,,4aceb843-a651-4200-9a64-f5ccde151e91,24529,"MULTILINESTRING ((12.55397138405018 55.65123706700836, 12.554076928586191 55.65132829415109))"
p_pladser.24530,7555,Topstykket,1,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48804,6446,,,Tidsbegrænsning,2 timer 7-24,,,,409ccd1a-3e5a-4f73-b683-83978b8e8d55,24530,"MULTILINESTRING ((12.554353618826282 55.651749657759915, 12.554408527673152 55.651798734206565))"
p_pladser.24531,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48805,6446,,,Tidsbegrænsning,2 timer 7-24,,,,b5651002-bd18-4004-86bc-fb30b90bc688,24531,"MULTILINESTRING ((12.5544255976648 55.6518133284482, 12.554530460896185 55.65190638495628))"
p_pladser.24532,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48806,6446,,,Tidsbegrænsning,2 timer 7-24,,,,bd8a5773-fa93-4986-8098-43c5fd8af32f,24532,"MULTILINESTRING ((12.55454591880085 55.65192103406061, 12.55465532985594 55.652019873467935))"
p_pladser.24533,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48809,6446,,,Tidsbegrænsning,2 timer 7-24,,,,e0fa55e9-12c4-42a6-a4e7-044fc4608bb1,24533,"MULTILINESTRING ((12.554918397454422 55.65225069517981, 12.555015995825354 55.65233886147342))"
p_pladser.24534,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48807,6446,,,Tidsbegrænsning,2 timer 7-24,,,,e3092cb6-a52f-4625-b628-0eb11297744a,24534,"MULTILINESTRING ((12.554681742721861 55.65203728554215, 12.554779340016593 55.65212545204107))"
p_pladser.24535,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48808,6446,,,Tidsbegrænsning,2 timer 7-24,,,,101b1175-972f-49e0-afcf-799bf570d062,24535,"MULTILINESTRING ((12.554797529743691 55.65214406444481, 12.554895127571081 55.65223223084317))"
p_pladser.24536,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48818,6446,,,Tidsbegrænsning,2 timer 7-24,,,,2c8fd657-fc4d-4ccd-ac90-84bf48920ba7,24536,"MULTILINESTRING ((12.555054895114345 55.65219659487815, 12.555155690542536 55.65228963125831))"
p_pladser.24537,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48813,6446,,,Tidsbegrænsning,2 timer 7-24,,,,2b1505a7-0453-402b-92b2-599c0ce31061,24537,"MULTILINESTRING ((12.554204630881305 55.651447454693574, 12.554305422318684 55.65154049183545))"
p_pladser.24538,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48815,6446,,,Tidsbegrænsning,2 timer 7-24,,,,e0120f62-d020-4003-af45-18ffd1fead18,24538,"MULTILINESTRING ((12.554447618748698 55.65166188785297, 12.55454841132747 55.65175492477715))"
p_pladser.24539,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48814,6446,,,Tidsbegrænsning,2 timer 7-24,,,,b70d663b-5c73-41eb-ae85-63ddd88fa330,24539,"MULTILINESTRING ((12.554326863961043 55.65155526196893, 12.554427655972422 55.651648299001295))"
p_pladser.24540,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48816,6446,,,Tidsbegrænsning,2 timer 7-24,,,,c9d2c3f2-7abe-4ce7-9515-a1f78b419bcb,24540,"MULTILINESTRING ((12.554816534503509 55.651984773657325, 12.554917328808076 55.6520778102511))"
p_pladser.24541,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48812,6446,,,Tidsbegrænsning,2 timer 7-24,,,,af8a46af-ec87-4c34-8d5d-8605ee70fdfa,24541,"MULTILINESTRING ((12.554091971165326 55.65134105934273, 12.554192762054871 55.65143409658586))"
p_pladser.24542,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48817,6446,,,Tidsbegrænsning,2 timer 7-24,,,,f9595ca1-c66d-43ef-8c1a-b2736a32ada7,24542,"MULTILINESTRING ((12.5549348960291 55.652090279259546, 12.555035690892478 55.65218331574724))"
p_pladser.24543,7555,Topstykket,1,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48810,6446,,,Tidsbegrænsning,2 timer 7-24,,,,b6ce07ad-d766-410c-9dab-8da7420c52ea,24543,"MULTILINESTRING ((12.555033893923426 55.65235217452318, 12.555084513527362 55.6523976828779))"
p_pladser.24544,7555,Topstykket,2,ja,Privat fællesvej,Lige husnr.,Vesterbro-Kongens Enghave,3 timers restriktion,Afmærket parkering,,2022-12-12T12:58:48.769,2021-05-07T15:01:58.965,,48803,6446,,,Tidsbegrænsning,2 timer 7-24,,,,38861224-9724-454f-b553-fc56218ecef7,24544,"MULTILINESTRING ((12.554223206299696 55.65163287091858, 12.554328068556865 55.65172592761504))"
p_pladser.24545,7556,Torbenfeldtvej,15,nej,Privat fællesvej,Ulige husnr.,Vanløse,,Afmærket parkering,oprettet,2024-04-12T12:54:22.993,2007-06-29T00:00:00,,47073,,,,,,,,,da12042c-615a-4bcf-81d4-2478c03dccea,24545,"MULTILINESTRING ((12.503160834764897 55.6976750494386, 12.501949049293668 55.697369532647905))"
p_pladser.24546,7556,Torbenfeldtvej,1,nej,Privat fællesvej,Ulige husnr.,Vanløse,Handicap parkering,Afmærket parkering,oprettet,2019-03-14T11:28:14.999,2007-06-29T00:00:00,"ved husnr. 1 ""FE 16 136""",47074,,,,,,,,,a3bfb2fe-1dbd-46a8-9355-8083ef5353bc,24546,"MULTILINESTRING ((12.50323403361533 55.697693503878185, 12.503160834764897 55.6976750494386))"
p_pladser.24547,7556,Torbenfeldtvej,3,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2012-02-14T12:05:05,2007-06-29T00:00:00,,33212,,,,,,,,,71b85aac-5ffd-42ca-8441-bf86701b1001,24547,"MULTILINESTRING ((12.500452203181139 55.69705590752348, 12.500165507267562 55.69698309843908))"
p_pladser.24548,7556,Torbenfeldtvej,3,nej,Privat fællesvej,Ulige husnr.,Vanløse,Elbil-plads med ladestandere,Afmærket parkering,oprettet,2024-04-12T12:55:54.075,2007-06-29T00:00:00,,52208,,,,,,,,,3f7a0303-062a-4fc9-9f4f-89ed0e302d7f,24548,"MULTILINESTRING ((12.501949049293668 55.697369532647905, 12.501657035673823 55.69729590729982))"
p_pladser.24549,7556,Torbenfeldtvej,5,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2012-02-14T12:05:05,2007-06-29T00:00:00,,33213,,,,,,,,,c59cebbb-0d98-437b-96cd-0175789737f3,24549,"MULTILINESTRING ((12.499477795604127 55.69688153517977, 12.499385683256813 55.696871269087865, 12.498997307135795 55.69682990494706))"
p_pladser.24550,7556,Torbenfeldtvej,1,nej,Privat fællesvej,Ulige husnr.,Vanløse,Handicap parkering,Afmærket parkering,oprettet,2023-10-19T12:47:26.66,2007-06-29T00:00:00,"Ud for husnr. 1 - ""DT 62 035""",33206,,,,,,,,,390a4f2b-8ed4-4b44-a224-5556f62c5a98,24550,"MULTILINESTRING ((12.503313238548897 55.69771347246467, 12.50323403361533 55.697693503878185))"
p_pladser.24551,7556,Torbenfeldtvej,2,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2012-02-14T12:05:05,2007-06-29T00:00:00,,33214,,,,,,,,,39816d8a-e305-40cb-8c77-921976874ae9,24551,"MULTILINESTRING ((12.499794135423171 55.696916791271526, 12.499596562503726 55.696894771860954))"
p_pladser.24552,7556,Torbenfeldtvej,4,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2012-02-14T12:05:05,2007-06-29T00:00:00,,33210,,,,,,,,,d40065ef-10ee-4036-883a-dc9239290c8f,24552,"MULTILINESTRING ((12.501136384354291 55.697227545888204, 12.500877011009862 55.697163789675116, 12.500816653934558 55.697148461808936))"
p_pladser.24553,7556,Torbenfeldtvej,2,nej,Privat fællesvej,Lige husnr.,Vanløse,,Uafmærket parkering,,2012-02-14T12:05:05,2007-06-29T00:00:00,,33211,,,,,,,,,d9a34ad1-733c-4b03-8f5e-3248664fb5e1,24553,"MULTILINESTRING ((12.500690531754218 55.69711643255575, 12.500517433505015 55.69707247323715))"
p_pladser.24582,7568,Torfavej,4,nej,Privat fællesvej,Ulige husnr.,Amager Vest,,Uafmærket parkering,,2021-04-13T14:30:26.682,2006-05-16T00:00:00,,36004,6487,,,,,,,,d73893db-98fc-41db-867e-49a2b6929db6,24582,"MULTILINESTRING ((12.60672516704367 55.65100889529582, 12.606701594213533 55.65082440453962))"
p_pladser.24554,7560,Torben Oxes Allé,2,nej,Privat fællesvej,Ulige husnr.,Amager Vest,"Privat ordning, privat fællesvej",Uafmærket parkering,,2022-10-11T14:11:09.537,2004-01-29T00:00:00,,22503,1254,,,,,,,,c7c6bfc6-58d5-4e1c-af58-2a1ae3009b5d,24554,"MULTILINESTRING ((12.605747339998384 55.65696351150076, 12.605782878029116 55.656925269215826, 12.605818070438229 55.656886470165226))"
p_pladser.24555,7560,Torben Oxes Allé,2,nej,Privat fællesvej,Ulige husnr.,Amager Vest,"Privat ordning, privat fællesvej",Uafmærket parkering,,2022-10-11T14:11:09.537,2004-01-29T00:00:00,,22502,1254,,,,,,,,1aea9d1e-afe1-412c-81e8-65aba760f01c,24555,"MULTILINESTRING ((12.605882133133111 55.65681612307049, 12.605964811546285 55.65672622042466))"
p_pladser.24556,7560,Torben Oxes Allé,1,nej,Privat fællesvej,Ulige husnr.,Amager Vest,"Privat ordning, privat fællesvej",Uafmærket parkering,,2022-10-11T14:11:09.537,2004-01-29T00:00:00,,50259,1254,,,,,,,,03225dc1-eef5-42a9-81bf-f1e043a467e5,24556,"MULTILINESTRING ((12.60598321432359 55.656706209596564, 12.606026769489763 55.65665884845159, 12.60601117359628 55.65667437617263))"
p_pladser.24557,7560,Torben Oxes Allé,5,nej,Privat fællesvej,Lige husnr.,Amager Vest,"Privat ordning, privat fællesvej",Uafmærket parkering,,2022-10-11T14:11:09.537,2004-01-29T00:00:00,,41805,1254,,,,,,,,8400f7f1-604c-43b1-bd98-4b6992d03800,24557,"MULTILINESTRING ((12.605693664119592 55.656872380532555, 12.605910988229144 55.656631893612335))"
p_pladser.24558,7564,Tordenskjoldsgade,3,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-18T08:18:42.038,2003-05-14T00:00:00,,14863,388,,,,,,,,c2db43bc-7ff1-47fe-8ba5-4f10ad70df6f,24558,"MULTILINESTRING ((12.588229057811626 55.67693949668954, 12.588309442294943 55.676810902019774))"
p_pladser.24559,7564,Tordenskjoldsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Motorcykel parkering,,,2021-01-18T08:18:54.882,2007-12-13T00:00:00,Ved husnr 31,33307,,,,,,,,,95ad7fc9-bbe8-495e-b150-ec6f4a27d3be,24559,"MULTILINESTRING ((12.588437351362462 55.67684127958929, 12.588461493182743 55.676846311624246))"
p_pladser.24560,7564,Tordenskjoldsgade,8,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-18T08:18:41.93,2003-05-14T00:00:00,,14862,388,,,,,,,,258fd6d9-b65a-4f0c-a38d-dfdc04c8bad1,24560,"MULTILINESTRING ((12.587956858609138 55.67736705407764, 12.588196408721672 55.676990356103595))"
p_pladser.24561,7564,Tordenskjoldsgade,6,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-18T08:18:41.822,2003-05-14T00:00:00,,14861,388,,,,,,,,4a4d73cf-92aa-48d4-ac79-fb44d5ad28e2,24561,"MULTILINESTRING ((12.587709186988844 55.67775125296143, 12.587893483127756 55.677465182875224, 12.587907267424114 55.677443786292216, 12.587907341868256 55.67744367111308))"
p_pladser.24562,7564,Tordenskjoldsgade,8,ja,Offentlig vej,Ulige husnr.,Indre By,Elbil-plads med ladestandere,"Afmærket skråparkering, 60°",,2022-10-03T11:20:02.759,2003-05-14T00:00:00,,49897,,,,Tidsbegrænsning,3 timer 8-19,,,,bc792693-f42d-4756-bd69-de2ac6b230e5,24562,"MULTILINESTRING ((12.588298800399587 55.67710780959985, 12.588439250486164 55.676889337381894))"
p_pladser.24563,7564,Tordenskjoldsgade,15,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2022-02-08T11:48:10.436,2003-05-14T00:00:00,,14860,388,,,,,,,,769e07c8-53d8-4b1e-8152-45843e1e9697,24563,"MULTILINESTRING ((12.587533285066332 55.67802314362224, 12.587292902231995 55.67840063633312, 12.58719266504483 55.678556282948115, 12.587165878264084 55.678597876787975, 12.58707314718448 55.678741681856565))"
p_pladser.24564,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Elbil-plads med ladestandere,"Afmærket skråparkering, 45°",,2022-10-03T11:20:02.759,2015-02-17T09:05:29,,43481,,,,,,,,,f48754f1-d525-49bc-8fa3-d856d402c458,24564,"MULTILINESTRING ((12.587224574351772 55.678783106252304, 12.587256875624687 55.67873220729422))"
p_pladser.24565,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Uafmærket parkering,,2021-01-18T08:18:42.144,2003-05-14T00:00:00,,14864,388,,,,,,,,a69409c9-eef4-4eb4-a355-f8804abc00bc,24565,"MULTILINESTRING ((12.588371955474402 55.676716894923075, 12.588434192715669 55.67661994274604))"
p_pladser.24566,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Besøgsplads,Afmærket parkering,,2021-01-18T08:18:55.108,2008-01-04T00:00:00,Besøgsplads udfor husnr. 15,33411,,,,,,,,,a906533d-7f06-47f3-8ad5-b66dfabb2af6,24566,"MULTILINESTRING ((12.587431501734132 55.678458711279056, 12.58748695479088 55.67837025152883))"
p_pladser.24567,7564,Tordenskjoldsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Delebil parkering,"Afmærket skråparkering, 60°",,2025-01-08T14:39:40.987,2007-12-13T00:00:00,,36388,,,,,,,KINTO,,6483889f-13ec-4022-b906-72acb6e092cc,24567,"MULTILINESTRING ((12.587523335782375 55.678317445341506, 12.587539155090552 55.67829270169678))"
p_pladser.24568,7564,Tordenskjoldsgade,1,ja,Offentlig vej,Lige husnr.,Indre By,Grøn betalingszone,Afmærket parkering,,2024-04-10T15:17:46.816,2003-05-14T00:00:00,,50080,388,,,"Erhvervspladser, nye",Reserveret til erhvervskøretøjer på gule nummerplader,,,,a02fecb3-b232-47fc-b9cd-222bdee4e30e,24568,"MULTILINESTRING ((12.58707314718448 55.678741681856565, 12.587042026542093 55.67878994273615))"
p_pladser.24569,7564,Tordenskjoldsgade,2,ja,Offentlig vej,Ulige husnr.,Indre By,Ambassade parkering,"Afmærket skråparkering, 45°",,2021-07-06T07:50:53.306,2011-01-13T00:00:00,,44062,,,,Tidsbegrænsning,8-18,,,,46974811-1df4-41ce-863c-9e921a382493,24569,"MULTILINESTRING ((12.587157180911612 55.67886120421796, 12.587179952206162 55.67885358324501, 12.58718433049818 55.678845987600205, 12.58720805708991 55.67880830897776))"
p_pladser.24570,7564,Tordenskjoldsgade,4,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 60°",,2023-06-20T12:24:48.893,2007-12-13T00:00:00,,51538,388,,,,,,,,a06e618a-0270-4ad6-82b3-1176ae3635d4,24570,"MULTILINESTRING ((12.587539155090552 55.67829270169678, 12.587602322144535 55.67819389913189))"
p_pladser.24571,7564,Tordenskjoldsgade,5,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:42.468,2003-05-14T00:00:00,,14870,388,,,,,,,,38bd8af2-4176-4d3c-af04-745aacc22754,24571,"MULTILINESTRING ((12.588476146425384 55.67679936040398, 12.588499906486424 55.67679533556092, 12.588574682082205 55.67667952522151))"
p_pladser.24572,7564,Tordenskjoldsgade,1,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:57.017,2007-12-13T00:00:00,,43482,388,,,,,,,,88d39311-dafb-4205-8c20-d6775b909f65,24572,"MULTILINESTRING ((12.58720805708991 55.67880830897776, 12.587224329955331 55.678782941751834))"
p_pladser.24573,7564,Tordenskjoldsgade,3,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:43.46,2003-05-14T00:00:00,,14868,388,,,,,,,,0f26dca5-bd11-4f7f-b95c-a5e12c494dbb,24573,"MULTILINESTRING ((12.588134849817761 55.67736349977851, 12.58818215639725 55.67728956069833))"
p_pladser.24574,7564,Tordenskjoldsgade,3,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:56.572,2007-12-13T00:00:00,,43479,388,,,,,,,,3984585e-cd0d-4957-bd8f-af0ae7d2b7aa,24574,"MULTILINESTRING ((12.587256875624687 55.67873220729422, 12.58730629736744 55.678655107348895))"
p_pladser.24575,7564,Tordenskjoldsgade,5,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 60°",,2022-01-07T10:27:35.493,2003-05-14T00:00:00,,14869,388,,,,,,,,27b577ef-9926-4c84-8600-9751bdf6b953,24575,"MULTILINESTRING ((12.588212697033743 55.67719930313841, 12.588246081345527 55.67718981423094, 12.588298800399587 55.67710780959985))"
p_pladser.24576,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:57.254,2007-12-13T00:00:00,,36389,388,,,,,,,,04833257-bf11-4f78-9832-536be5d50cae,24576,"MULTILINESTRING ((12.58763558719306 55.67812027059196, 12.587656905618447 55.67811236936473, 12.587678978270306 55.67807507424954))"
p_pladser.24577,7564,Tordenskjoldsgade,5,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:43.795,2003-05-14T00:00:00,,14867,388,,,,,,,,7715412c-570b-4c2c-9dee-36ac9722c94b,24577,"MULTILINESTRING ((12.58799659987832 55.677579579559726, 12.58807690771815 55.67745406153652))"
p_pladser.24578,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:43.68,2003-05-14T00:00:00,,14866,388,,,,,,,,644b2ddb-bd1f-47ab-944e-90d4e63974b2,24578,"MULTILINESTRING ((12.587916008742894 55.67770547459677, 12.587948140069292 55.677655319951164))"
p_pladser.24579,7564,Tordenskjoldsgade,2,nej,Offentlig vej,Ulige husnr.,Indre By,Grøn betalingszone,"Afmærket skråparkering, 45°",,2021-01-18T08:18:43.57,2003-05-14T00:00:00,,14865,388,,,,,,,,67106cae-c92d-4906-8239-0f5108f0ace4,24579,"MULTILINESTRING ((12.587839749831012 55.67782472767848, 12.587851048722769 55.677806957672644, 12.587879677425816 55.67776232331297))"
p_pladser.24580,7568,Torfavej,1,nej,Privat fællesvej,Ulige husnr.,Amager Vest,,Uafmærket parkering,,2021-04-13T14:30:27.314,2006-05-16T00:00:00,,36006,6487,,,,,,,,913c2269-a8e2-45db-9723-63439a4bf8b3,24580,"MULTILINESTRING ((12.606636422074747 55.65029852597914, 12.606626909833922 55.65022332076839))"
p_pladser.24583,7568,Torfavej,3,nej,Privat fællesvej,Ulige husnr.,Amager Vest,,Uafmærket parkering,,2021-04-13T14:30:26.996,2006-05-16T00:00:00,,36005,6487,,,,,,,,48a86d4d-f064-479c-a214-aee504a406cc,24583,"MULTILINESTRING ((12.606691064339685 55.650742634248445, 12.606673586025044 55.65060790404542))"
p_pladser.24584,7568,Torfavej,5,nej,Privat fællesvej,Ulige husnr.,Amager Vest,,Uafmærket parkering,,2021-04-13T14:30:26.368,2006-05-16T00:00:00,,36003,6487,,,,,,,,1f7d0646-78ab-418c-92e0-ec9c2d11fe14,24584,"MULTILINESTRING ((12.606766076879103 55.6513267561295, 12.606731656126014 55.65105885548017))"
p_pladser.24585,7568,Torfavej,2,nej,Privat fællesvej,Ulige husnr.,Amager Vest,,Uafmærket parkering,,2021-04-13T14:30:27.612,2006-05-16T00:00:00,,36007,6487,,,,,,,,ac53ac3b-5385-4446-897b-0003595cba9f,24585,"MULTILINESTRING ((12.606620269002192 55.65017133173162, 12.606604514670341 55.65004702462541))"
p_pladser.24586,7572,Tornebuskegade,1,nej,Offentlig vej,Lige husnr.,Indre By,Rød betalingszone,Afmærket parkering,,2021-01-15T20:11:24.231,2003-05-21T00:00:00,,45207,70,,,,,,,,e5170087-3469-4051-b6f3-1d718e2ed218,24586,"MULTILINESTRING ((12.574179061690119 55.683850810603, 12.574115434430945 55.68387934669157))"
p_pladser.24587,7572,Tornebuskegade,1,nej,Offentlig vej,Lige husnr.,Indre By,Rød betalingszone,Afmærket parkering,,2021-01-15T20:11:24.3,2003-05-21T00:00:00,,45209,70,,,,,,,,62efee75-06f8-4b73-aa50-09991d173be5,24587,"MULTILINESTRING ((12.574092328810762 55.68388970927627, 12.574028458655624 55.68391835419992))"
p_pladser.24588,7572,Tornebuskegade,1,nej,Offentlig vej,Lige husnr.,Indre By,Rød betalingszone,Afmærket parkering,,2021-01-15T20:11:24.161,2003-05-21T00:00:00,,45205,70,,,,,,,,26bbebab-1e50-445a-9cfd-40fd87e5776a,24588,"MULTILINESTRING ((12.57426628230256 55.683811693049, 12.574202951776543 55.68384009615696))"
p_pladser.24589,7576,Tornestykket,2,ja,Privat fællesvej,Lige husnr.,Vanløse,3 timers restriktion,Uafmærket parkering,,2022-04-04T11:09:06.587,2006-06-06T00:00:00,,50555,1405,,,Tidsbegrænsning,8-19,,,,eb75d5a1-bbf7-49d8-bbd7-1d2cf342369f,24589,"MULTILINESTRING ((12.488423405090048 55.68307760688149, 12.488493390673563 55.68298339378922))"
